ID,会社名,所在地,TEL,営業時間,定休日,免許,HP,備考_駐車場,貼貸_住居用,貼貸_事業用,貼貸_土地,貼貸_駐車場,売買_土地,売買_一戸建て,売買_マンション,売買_その他,URL
5152,(有)ハート住宅,沖縄県うるま市みどり町 5-8-3,098-972-2830,月曜ー金曜 09:00〜17:30土曜・祝祭日 09:00〜17:00,日曜日・年末年始・盆休,沖縄県知事免許(7)第2848号,当社ホームページはこちら,駐車場/あり 10台,0,0,0,0,10,1,0,2,https://www.e-uchina.net/fudosan_kaisha/5152
5157,丸満不動産,沖縄県那覇市若狭 3-6-25 1F,098-868-1140,09:00〜18:00,なし（不定休）,沖縄県知事免許(4)第4161号,当社ホームページはこちら,駐車場/なし,0,0,0,1,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/5157
5158,(有)閲基開発,沖縄県うるま市仲嶺 236-9,098-982-6630,09:00〜18:00,毎週日曜日・祝祭日・旧盆・正月,沖縄県知事(5)第3391号,当社ホームページはこちら,駐車場/あり,0,0,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/5158
5160,(株)沖創建設 豊見城支店,沖縄県豊見城市翁長 465-1,098-840-6648,09:30〜17:00,土曜日・日曜日･GW･年末年始･祝日,沖縄県知事免許(3)第4224号,当社ホームページはこちら,駐車場/あり 7台,7,0,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/5160
5161,(有)すみハウジング,沖縄県那覇市与儀 211-1 銘苅アパートＩ 206号室,098-836-8200,09:00〜17:00,土・日・祝祭日,沖縄県知事免許(7)第2849号,当社ホームページはこちら,駐車場/あり 1台,2,2,0,1,3,1,0,1,https://www.e-uchina.net/fudosan_kaisha/5161
5162,(資)アカネ産業,沖縄県浦添市勢理客 2-18-9 102,098-877-1914,月-土 10:00〜19:00,祝祭日・日曜日,沖縄県知事免許(12)第0576号,当社ホームページはこちら,駐車場/あり 1台,3,1,0,1,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/5162
5163,(有)仲生ハウジング,沖縄県那覇市与儀 2-2-1,098-835-2490,09:00〜18:00,土・日・祝祭日,沖縄県知事免許(9)第2373号,当社ホームページはこちら,駐車場/なし,0,0,4,0,10,0,0,0,https://www.e-uchina.net/fudosan_kaisha/5163
5164,桂ハウス,沖縄県浦添市宮城 2-15-2,098-875-0505,09:30〜18:30,日曜日,沖縄県知事免許(2)第2923号,当社ホームページはこちら,駐車場/あり,0,0,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/5164
5166,(有)イッセイ住宅,沖縄県浦添市屋富祖 1-6-1,098-878-0012,平日・土曜 09:00〜18:00,日・祝祭日・年末年始,沖縄県知事免許(9)第1922号,当社ホームページはこちら,駐車場/あり 5台,25,2,0,2,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/5166
5169,(株)安里不動産,沖縄県那覇市松尾 1-11-17,098-866-8578,09:00〜18:00,日・祝祭日　年末年始,沖縄県知事免許(3)第4392号,当社ホームページはこちら,,0,0,0,0,1,0,0,0,https://www.e-uchina.net/fudosan_kaisha/5169
5173,(有)豊源住宅,沖縄県那覇市樋川 2-15-3,098-836-7733,平日 09:00〜18:00土曜・日曜 10:00〜17:00,年中無休,沖縄県知事免許(4)第3125号,当社ホームページはこちら,,0,0,0,0,0,0,1,0,https://www.e-uchina.net/fudosan_kaisha/5173
5174,株式会社沖縄美ら島不動産,沖縄県沖縄市知花 1-26-9,098-989-6455,10:00〜18:00,日・祝祭日,沖縄県知事免許(2)第4990号,当社ホームページはこちら,駐車場/あり,0,0,1,0,9,1,0,0,https://www.e-uchina.net/fudosan_kaisha/5174
5175,ひかりハウジング,沖縄県那覇市国場 1170-11,098-853-0999,月ー金 09:30〜17:30,土曜日・日曜・祝祭日,沖縄県知事免許(5)第3556号,当社ホームページはこちら,お客様同士が遭遇しない様勤めております。来店の際は、前もってご連絡ください。E-Mail hikarihousing.no1@gmail.com駐車場/あり 2台,1,0,0,4,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/5175
5177,(株)SHOWA,沖縄県沖縄市仲宗根町 35-3,098-939-3413,09:00〜18:00,土曜・日曜・祝祭日,沖縄県知事免許(7)第2950号,当社ホームページはこちら,駐車場/あり 1台,0,0,0,6,14,0,0,0,https://www.e-uchina.net/fudosan_kaisha/5177
5180,(株)大西ハウジング,沖縄県宜野湾市真志喜 1-1-3,098-897-6233,09:00〜17:00,土曜日・日曜日・祝祭日・旧盆・正月,沖縄県知事免許(12)第0762号,当社ホームページはこちら,駐車場/あり 2台,5,2,0,0,1,0,0,0,https://www.e-uchina.net/fudosan_kaisha/5180
5181,(有)ダイキ,沖縄県沖縄市室川 2-28-18,098-929-1400,09:30〜18:00,日曜・祝祭日,沖縄県知事免許(5)第3464号,当社ホームページはこちら,駐車場/あり 3台,7,1,0,0,1,1,1,3,https://www.e-uchina.net/fudosan_kaisha/5181
5184,株式会社クオンパークス,鹿児島県和泊町和泊 121-6,0997-85-1467,09:00〜18:00,日曜・祝日・年末年始・GW,国土交通大臣（1）第10402号,当社ホームページはこちら,,0,0,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/5184
5189,(有)ひまわり住宅 読谷支店,沖縄県読谷村大木 468,098-956-1610,09:00〜17:30,第２・第４土曜日・日曜日・祝祭日,沖縄県知事免許(7)第2978号,当社ホームページはこちら,駐車場/あり 2台,7,1,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/5189
5190,うふにし開発,沖縄県読谷村波平 845-5,098-958-6880,09:00〜18:00,日曜日,沖縄県知事免許(6)第3099号,当社ホームページはこちら,駐車場/あり 4台,2,2,0,1,6,3,0,2,https://www.e-uchina.net/fudosan_kaisha/5190
5193,株式会社Teach Plus,沖縄県那覇市松島 1-15-5 メゾンシュエット 101,098-882-1001,09:00〜19:30,不定休,沖縄県知事免許（1）4448号,当社ホームページはこちら,駐車場/あり 3台,0,0,0,0,0,0,1,0,https://www.e-uchina.net/fudosan_kaisha/5193
5194,かふう企画,沖縄県うるま市赤野 1381,098-923-0008,営業A 09:00〜18:00営業B,日曜・祝祭日,沖縄県知事免許(3)4459号,当社ホームページはこちら,駐車場/あり 4台,10,0,0,0,1,0,0,1,https://www.e-uchina.net/fudosan_kaisha/5194
5195,株式会社なないろ不動産,沖縄県浦添市内間 3-6-12,098-879-8002,09:00〜18:00,日曜日,沖縄県知事免許(2)第4812号,当社ホームページはこちら,駐車場/あり 2台,0,0,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/5195
5196,GL企画,沖縄県那覇市赤嶺 1-4-2 SYビル 302,098-988-8550,09:00〜19:00,日曜日・祝日,沖縄県知事免許(５)第3477号,当社ホームページはこちら,お電話対応はいつでも大丈夫です。9：00～20：00駐車場/あり 1台,0,0,0,0,0,0,0,1,https://www.e-uchina.net/fudosan_kaisha/5196
5203,ｲｴｽﾃｰｼｮﾝ沖縄コザ店 (有)ｻﾝｻﾝ沖縄,沖縄県沖縄市大里 2-31-18,098-937-3330,10:00〜18:00,水曜日定休（GW、お盆、年末年始休暇）,沖縄県知事免許(7)第3051号,当社ホームページはこちら,駐車場/あり 4台,0,0,0,0,4,7,1,3,https://www.e-uchina.net/fudosan_kaisha/5203
5204,(有)高原不動産,沖縄県沖縄市高原 7-34-10 GRAND SIDE 1F,098-932-4560,平日 09:00〜17:30,土・日・祝,沖縄県知事免許(12)第0629号,当社ホームページはこちら,駐車場/あり 2台,5,0,0,3,7,0,0,0,https://www.e-uchina.net/fudosan_kaisha/5204
5205,(有)具志川興産,沖縄県うるま市みどり町 4-20-23 1階,098-974-4315,09:00〜18:00,日曜日･祝祭日,沖縄県知事免許(8)第2432号,当社ホームページはこちら,駐車場/あり 10台,17,5,5,10,9,0,0,0,https://www.e-uchina.net/fudosan_kaisha/5205
5206,(有)タフ住研,沖縄県那覇市寄宮 148-6,098-855-2222,月曜日ー金曜日 09:00〜18:00,土・日・祝祭日,沖縄県知事免許(8)第2425号,当社ホームページはこちら,駐車場/あり 5台,1,0,0,29,2,1,0,0,https://www.e-uchina.net/fudosan_kaisha/5206
5207,Esperanza リアルエステート,沖縄県宜野湾市大謝名 173,098-943-5656,月ー土 10:00〜19:00営業B,日曜日,沖縄県知事免許(3)4461号,当社ホームページはこちら,•駐車場あり　•JA沖縄となり駐車場/あり,0,0,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/5207
5209,(有)米須不動産,沖縄県那覇市首里末吉町 1-157-4,098-943-4182,月ー土 09:30〜17:00,日・祝祭日・年末12/29-年始1/3,沖縄県知事免許(5)第3566号,当社ホームページはこちら,駐車場/あり 3台,5,1,0,6,2,0,0,0,https://www.e-uchina.net/fudosan_kaisha/5209
5212,中央不動産,沖縄県宜野湾市真志喜 3-16-23,098-897-6726,営業A 10:00〜18:30 2022年年始は１月4日からスタートします。宜しくお願い致します。営業B,日祝祭日,沖縄県知事免許(9)第1756号,当社ホームページはこちら,駐車場/あり 3台,8,0,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/5212
5213,スミス興産,沖縄県沖縄市園田 1-2-29,098-932-2242,10:00〜17:00,土・日・祝祭日,沖縄県知事免許(11)第1075号,当社ホームページはこちら,sumisukousan@gmail.com駐車場/あり 1台,0,0,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/5213
5218,不動産 明快産業,沖縄県浦添市伊祖 2-10-1,098-871-0210,平日 09:30〜18:30土曜日 10:00〜17:00,日曜・祝祭日・隔週水曜日,沖縄県知事免許(5)第3443号,当社ホームページはこちら,駐車場/あり 2台,9,2,0,0,1,0,0,0,https://www.e-uchina.net/fudosan_kaisha/5218
5223,(有)江田企画開発,沖縄県宜野湾市真栄原 3-7-12,098-898-5061,月金 09:00〜18:00土 09:00〜16:00,日祝祭日,沖縄県知事免許(8)第2423号,当社ホームページはこちら,,0,0,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/5223
5228,住建ホーム,沖縄県宜野湾市喜友名 1-27-8,098-893-8689,月-金 09:00〜17:00土 09:00〜13:00 要予約,日曜・祝祭日,沖縄県知事免許(4)第2011号,当社ホームページはこちら,,2,2,0,0,1,0,0,0,https://www.e-uchina.net/fudosan_kaisha/5228
5229,(有)大栄,沖縄県うるま市宮里 208-1,098-974-1116,09:00〜18:00 　土曜日のみ9：00～17：00,日・祝祭日・第5土曜日,沖縄県知事免許(7)第2952号,当社ホームページはこちら,駐車場/あり 2台,1,0,1,5,3,0,0,2,https://www.e-uchina.net/fudosan_kaisha/5229
5230,有限会社朝日ハウジング,沖縄県西原町翁長 240-3 リラックスハウスII,098-946-6453,09:00〜18:00,日曜、祝祭日、第２・第４土曜日、年末年始、旧盆、ゴールデンウィーク,沖縄県知事免許(7)第3040号,当社ホームページはこちら,西原中学校斜め向かい駐車場/あり 3台,4,0,1,0,9,0,0,0,https://www.e-uchina.net/fudosan_kaisha/5230
5232,きらび住宅株式会社,沖縄県那覇市田原 1-4-5,098-859-1771,平日 09:30〜17:30土曜日 09:30〜17:00,水・日・祝日,沖縄県知事免許(5)第3472号,当社ホームページはこちら,(小禄駅から徒歩5分)　店舗前7台駐車場/あり 7台,18,10,6,2,4,0,0,8,https://www.e-uchina.net/fudosan_kaisha/5232
5233,(有)スマイル商事,沖縄県浦添市宮城 5-1-5,098-876-9234,平日 10:00〜18:00水・土 10:00〜15:00,日曜・祝祭日,沖縄県知事免許(3)第3601号,当社ホームページはこちら,駐車場/あり,0,0,0,0,9,0,0,0,https://www.e-uchina.net/fudosan_kaisha/5233
5236,うちな～のヤー探しなら(有)信拓産業,沖縄県浦添市牧港 1-8-9,098-876-7571,09:00〜18:00,不定休,沖縄県知事免許(8)第2772号,当社ホームページはこちら,駐車場/あり,1,0,0,0,5,7,1,1,https://www.e-uchina.net/fudosan_kaisha/5236
5237,住友ハウス(株),沖縄県沖縄市諸見里 3-1-4 アイリスビル,098-932-0249,09:00〜18:00,日・祝祭日,沖縄県知事免許(1)第5169号,当社ホームページはこちら,駐車場/あり 5台,23,9,4,22,3,0,0,0,https://www.e-uchina.net/fudosan_kaisha/5237
5238,(株)ホーム21,沖縄県那覇市真地 426-166 1F,098-833-8855,09:00〜18:00,水曜日・木曜日,沖縄県知事免許(5)第3386号,当社ホームページはこちら,駐車場/あり 10台,0,0,0,0,18,2,0,0,https://www.e-uchina.net/fudosan_kaisha/5238
5240,いい部屋ネット　那覇国場店/株式会社ハウスバンクWATARI,沖縄県那覇市国場 512,098-853-0707,月-金曜日 09:00〜17:30土曜日 10:00〜17:00,日・祝祭日,沖縄県知事免許(4)第3701号,当社ホームページはこちら,沖縄尚学高校となり管理物件入居率～96％～　主に那覇市長田・国場地域の物件を多数取り揃えております。駐車場/あり 4台,29,6,0,8,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/5240
5243,ホームメイトFC 糸満店　(有)住宅管理社,沖縄県糸満市潮平 769-1 A-1,098-992-0002,09:30〜18:00,水曜日・日曜日・祝日,沖縄県知事免許(6)第3276号,当社ホームページはこちら,駐車場/あり,35,7,5,1,2,1,0,7,https://www.e-uchina.net/fudosan_kaisha/5243
5244,合同会社エール企画,沖縄県八重瀬町東風平 807 エールK 202,098-988-0766,09:00〜17:00,土・日曜日,沖縄県知事免許(1)第5488号,当社ホームページはこちら,駐車場/あり 3台,0,0,0,0,5,0,1,0,https://www.e-uchina.net/fudosan_kaisha/5244
5246,(有)オーエン,沖縄県糸満市西崎 6-16-1 嘉数ビル 103,098-992-2222,09:00〜18:00,土曜日・日曜日・祝祭日・旧盆・年末年始,沖縄県知事免許(12)第0718号,当社ホームページはこちら,駐車場/あり 7台,4,4,0,2,17,2,0,2,https://www.e-uchina.net/fudosan_kaisha/5246
5247,(有)東建,沖縄県北谷町上勢頭 544-1,098-936-6641,月〜金 09:00〜17:00,土日祝祭日 年末年始,沖縄県知事免許(12)第0724号,当社ホームページはこちら,駐車場/あり 3台,2,0,0,0,2,1,0,0,https://www.e-uchina.net/fudosan_kaisha/5247
5248,(有)センチュリー,沖縄県沖縄市比屋根 6-32-8,098-933-8377,09:00〜18:00,日曜,沖縄県知事免許(8)第2402号,当社ホームページはこちら,,0,0,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/5248
5249,株式会社 サキコーポレーション,沖縄県沖縄市山内 3-23-10,098-989-5300,09:00〜17:00,日曜・祝日・旧盆（ウークイ）・GW・年末年始,沖縄県知事免許(1)第5389号,当社ホームページはこちら,駐車場/あり 4台,0,0,0,0,9,7,4,7,https://www.e-uchina.net/fudosan_kaisha/5249
5254,ステップホーム,沖縄県沖縄市南桃原 1-12-14,098-933-7866,10:00〜19:00,土・日・祝日,沖縄県知事免許(6)第3282号,当社ホームページはこちら,駐車場/あり 2台,3,0,0,2,4,0,0,1,https://www.e-uchina.net/fudosan_kaisha/5254
5256,(株)かね屋,沖縄県宜野湾市伊佐 4-2-3 スカイマンション 103,098-897-7705,09:00〜19:00,日曜日・年末年始,沖縄県知事免許(5)第3497号,当社ホームページはこちら,駐車場/あり 3台,0,0,0,0,1,0,0,6,https://www.e-uchina.net/fudosan_kaisha/5256
5257,(有)ジェット企画,沖縄県浦添市安波茶 2-1-1,098-875-2211,09:00〜17:00,日曜日,沖縄県知事免許(5)第3456号,当社ホームページはこちら,浦添市役所の向かいバス停前　不動産売買専門（相続親族トラブル・物件調査及び査定・不動産に関する相談）駐車場/あり 10台,0,0,0,0,22,1,0,1,https://www.e-uchina.net/fudosan_kaisha/5257
5258,10ホーム,沖縄県沖縄市越来 3-14-43 きのみビル101号,098-934-1451,09:00〜19:00,日曜,沖縄県知事免許(1)第3572号,当社ホームページはこちら,,0,0,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/5258
5259,(有)みのる商事,沖縄県浦添市宮城 1-36-2,098-876-0931,営業A 09:00〜19:00営業B,日祝祭日,沖縄県知事免許(1)第3242号,当社ホームページはこちら,,0,0,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/5259
5261,(有)ジョウゲン開発 賃貸部,沖縄県宜野湾市普天間 2-49-2,098-892-0651,月火木金 09:30〜18:00土 09:30〜17:00,水・日・祝祭日,沖縄県知事免許(10)第1874号,当社ホームページはこちら,2025年1月より定休日が変わります。定休日：水曜、日曜、祝日駐車場/あり 4台,24,1,1,6,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/5261
5262,(有)沖産,沖縄県宜野湾市大山 6-28-5,098-898-3883,10:00〜19:00,年中無休(GW、旧盆、年末年始除く),沖縄県知事免許(8)第2668号,当社ホームページはこちら,,0,0,0,0,17,0,1,0,https://www.e-uchina.net/fudosan_kaisha/5262
5263,(有)沖産 那覇支店,沖縄県那覇市金城 4-2-10,098-859-7499,10:00〜18:00,水曜日,沖縄県知事免許(6)第2668号,当社ホームページはこちら,,0,0,0,0,0,0,0,0,https://www.e-uchina.net/fudosan_kaisha/5263
5264,大和商工株式会社,沖縄県沖縄市桃原 3-8-1 大和オフィスビル,098-934-0888,09:00〜18:00,水曜日（祝日除く）,沖縄県知事免許(9)第2394号,当社ホームページはこちら,駐車場/あり 5台,0,0,0,0,12,1,0,0,https://www.e-uchina.net/fudosan_kaisha/5264
5265,(有)コスモ・エンタープライズ コスモ不動産,沖縄県那覇市牧志 2-7-22 3F,098-866-1771,月ー金 09:30〜18:00,土・日・祝祭日・年末年始,沖縄県知事免許(2)第4796号,当社ホームページはこちら,国際通り沿い、モノレール牧志駅すぐ近く駐車場/なし,5,10,0,2,1,1,3,1,https://www.e-uchina.net/fudosan_kaisha/5265
